feature,mean,scale
Coef_363,-0.0032003741721854302,0.0026286932862370532
Coef_364,-0.00037741721854304635,0.00095472244749796357
Coef_365,0.00040649337748344371,0.00095137483557781349
Coef_366,0.0007727913907284768,0.0011507531047700028
Coef_367,0.00069804966887417215,0.0016450019910362222
Coef_368,-0.0003798774834437086,0.0013475385291852326
Coef_369,-0.00067223178807947019,0.0018613458011093476
Coef_370,-0.00030473841059602645,0.0010496922512334081
Coef_371,0.00026786423841059599,0.001379697859516911
Coef_372,-0.00019250331125827814,0.0013223167451455597
Coef_373,6.6870860927152297e-05,0.0013353613891432126
Coef_374,0.00033107284768211918,0.0011767246556535715
Coef_375,-0.00050965231788079458,0.0016751637090042352
Coef_376,0.00020064569536423839,0.0014948654561812976
Coef_377,0.00032093046357615894,0.0014041622723950625
Coef_378,0.00073138079470198673,0.0016434994980311091
Coef_379,-0.001748503311258278,0.0013690972874267798
Coef_380,-0.00030296357615894039,0.0013678962537140597
Coef_381,-0.0013792847682119204,0.0019844451653475595
Coef_382,0.0014231854304635762,0.0014906445288233232
Coef_383,-0.00013099668874172186,0.0013264772384882623
Coef_384,-0.00016262582781456951,0.0018719597291461281
Coef_385,0.00079599999999999994,0.0014360909829318886
Coef_386,-0.00021027814569536424,0.0013866594675429015
Coef_387,-0.0010716192052980132,0.0018047603051288847
Coef_388,-0.0012355298013245035,0.0015003289630798481
Coef_389,2.0000000000000005e-05,0.0014981194901016797
Coef_390,-0.00040769536423841061,0.0018401027360945049
Coef_391,0.0011964172185430465,0.0014861337450067852
Coef_392,-0.00055290728476821188,0.0015090383756612869
Coef_393,0.0014730165562913907,0.0018340645078434911
Coef_394,-0.0006854006622516556,0.0015518387134138304
Coef_395,-0.00035432781456953637,0.0015672139308723584
Coef_396,0.00087927814569536424,0.0017385016657571169
Coef_397,-8.6158940397350984e-06,0.0018887767226678093
Coef_398,0.0003920794701986755,0.0017706475637486391
Coef_399,0.00051001324503311253,0.002115784200073704
Coef_400,0.0016620496688741718,0.0016008277311082917
Coef_401,-0.00080725827814569532,0.0015248674612411408
