number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_weight_decay,state
0,0.5,2026-09-22 01:36:38.246047,2026-09-22 01:36:47.436786,0 days 00:00:09.190739,8,0.16239780813448107,0.0003574712922600243,0.006351221010640704,COMPLETE
1,0.4880952380952381,2026-09-22 01:36:47.436786,2026-09-22 01:36:51.000150,0 days 00:00:03.563364,16,0.4879639408647978,0.00012184186502221769,0.0029154431891537554,COMPLETE
2,0.5454545454545454,2026-09-22 01:36:51.000150,2026-09-22 01:36:54.459902,0 days 00:00:03.459752,32,0.3099025726528951,0.0016967533607196547,7.068974950624607e-06,COMPLETE
3,0.5,2026-09-22 01:36:54.459902,2026-09-22 01:37:05.132497,0 days 00:00:10.672595,8,0.2465447373174767,0.0004345454109729479,1.461896279370496e-05,COMPLETE
4,0.5,2026-09-22 01:37:05.132497,2026-09-22 01:37:07.844752,0 days 00:00:02.712255,32,0.1185801650879991,0.000471705203762518,0.0013826232179369874,COMPLETE
5,0.5,2026-09-22 01:37:07.844752,2026-09-22 01:37:11.507959,0 days 00:00:03.663207,32,0.4233589392465845,0.0007896186801026692,4.809461967501575e-06,COMPLETE
6,0.5,2026-09-22 01:37:11.507959,2026-09-22 01:37:23.413759,0 days 00:00:11.905800,8,0.29807076404450805,0.00028180680291847244,2.4586032763280077e-06,COMPLETE
7,0.49783549783549785,2026-09-22 01:37:23.413759,2026-09-22 01:37:26.704372,0 days 00:00:03.290613,16,0.3080272084711243,0.00011240768803005555,0.004337920697490943,COMPLETE
8,0.5,2026-09-22 01:37:26.704372,2026-09-22 01:37:37.098550,0 days 00:00:10.394178,8,0.4579309401710595,0.000642033033629786,5.4880470007660465e-06,COMPLETE
9,0.5,2026-09-22 01:37:37.098550,2026-09-22 01:37:41.816709,0 days 00:00:04.718159,16,0.23013213230530574,0.0007641361869233315,0.0048696409415209,COMPLETE
