number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_recon_weight,params_weight_decay,state
0,0.6916046842854882,2026-09-22 01:57:36.457584,2026-09-22 01:58:16.842462,0 days 00:00:40.384878,8,0.16239780813448107,0.0003574712922600243,0.011900590783184251,0.006351221010640704,COMPLETE
1,0.6310729545814211,2026-09-22 01:58:16.842462,2026-09-22 01:58:28.365778,0 days 00:00:11.523316,32,0.4329770563201687,0.00190303683817358,0.018891200276189388,0.00025378155082656634,COMPLETE
2,0.6577781294508624,2026-09-22 01:58:28.365778,2026-09-22 01:59:02.204054,0 days 00:00:33.838276,16,0.21649165607921678,0.00018559980846490597,0.06252287916406217,5.415244119402541e-06,COMPLETE
3,0.6422693464155721,2026-09-22 01:59:02.204054,2026-09-22 01:59:16.964890,0 days 00:00:14.760836,32,0.1798695128633439,0.000160712385120399,0.04666963767236924,1.4742753159914662e-05,PRUNED
4,0.6536239911378383,2026-09-22 01:59:16.966401,2026-09-22 02:00:00.940695,0 days 00:00:43.974294,8,0.4795542149013333,0.000750011895041699,0.18043311207136256,1.5339162591163623e-06,PRUNED
5,0.7071925937648362,2026-09-22 02:00:00.940695,2026-09-22 02:00:23.541266,0 days 00:00:22.600571,16,0.14881529393791154,0.0015635108708133452,0.04407984038169244,1.6536937182824424e-05,COMPLETE
6,0.5619955689191327,2026-09-22 02:00:23.541266,2026-09-22 02:00:35.781904,0 days 00:00:12.240638,16,0.3080272084711243,0.00011240768803005555,0.05143828405076928,0.004337920697490943,PRUNED
7,0.6859471435353695,2026-09-22 02:00:35.781904,2026-09-22 02:01:11.470889,0 days 00:00:35.688985,16,0.3391599915244341,0.00018752209455786411,0.15826541904647565,0.00755681014127443,COMPLETE
8,0.5464867858838424,2026-09-22 02:01:11.470889,2026-09-22 02:01:20.304620,0 days 00:00:08.833731,32,0.20853961270955837,0.00013511829476450826,0.11973258472758717,6.0803901902966035e-06,PRUNED
9,0.6155246083241019,2026-09-22 02:01:20.304620,2026-09-22 02:01:31.802867,0 days 00:00:11.498247,32,0.12982025747190834,0.0003364867144187955,0.19229567074543377,1.329652145729951e-05,PRUNED
