epoch,train_loss
1,0.5605819971096225
2,0.308710200248695
3,0.18081712555594562
4,0.1111360787618451
5,0.09014907693717537
6,0.0765015012243899
7,0.08618683887691032
8,0.07645143933775948
9,0.05929281259091889
10,0.06177284274159408
11,0.03471370321221468
12,0.04080970290957427
13,0.05354794367420964
14,0.05165889383089252
15,0.037322753613314975
16,0.029725023823585814
17,0.03542714364281515
18,0.02367807315980516
19,0.026125080227034123
20,0.0318559467429068
