Protocol,Side,Model,Seed,TestAccuracy,TestBalancedAccuracy,TestSensitivity,TestSpecificity,TestF1Macro,TestROCAUC,TestPRAUC,RunDir
within_class,left,SqueezeNet,42,0.6081081081081081,0.6009615384615384,0.5769230769230769,0.625,0.5913159398209864,0.6586538461538461,0.49867400675154405,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\left\SqueezeNet\seed_42
within_class,left,SqueezeNet,123,0.581081081081081,0.6330128205128205,0.8076923076923077,0.4583333333333333,0.5810045662100456,0.6642628205128205,0.5244114264092471,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\left\SqueezeNet\seed_123
within_class,left,SqueezeNet,2026,0.5,0.5352564102564102,0.6538461538461539,0.4166666666666667,0.4991768794585697,0.5833333333333334,0.47892162041636666,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\left\SqueezeNet\seed_2026
within_class,right,SVM,42,0.8533333333333334,0.8363636363636364,0.8,0.8727272727272727,0.8206911540969355,0.8963636363636364,0.7519946955424142,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\SVM\seed_42
within_class,right,SVM,123,0.8533333333333334,0.8363636363636364,0.8,0.8727272727272727,0.8206911540969355,0.8963636363636364,0.7519946955424142,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\SVM\seed_123
within_class,right,SVM,2026,0.8533333333333334,0.8363636363636364,0.8,0.8727272727272727,0.8206911540969355,0.8963636363636364,0.7519946955424142,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\SVM\seed_2026
within_class,right,MLP,42,0.8666666666666667,0.8136363636363636,0.7,0.9272727272727272,0.8237781954887217,0.9209090909090909,0.8255192236384188,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\MLP\seed_42
within_class,right,MLP,123,0.88,0.8386363636363636,0.75,0.9272727272727272,0.844074844074844,0.9381818181818182,0.8265022913594342,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\MLP\seed_123
within_class,right,MLP,2026,0.88,0.8386363636363636,0.75,0.9272727272727272,0.844074844074844,0.9172727272727272,0.8174279093668482,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\MLP\seed_2026
within_class,right,ResNet,42,0.6933333333333334,0.5522727272727272,0.25,0.8545454545454545,0.5532245532245532,0.6936363636363636,0.3965090849066373,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\ResNet\seed_42
within_class,right,ResNet,123,0.7733333333333333,0.6863636363636363,0.5,0.8727272727272727,0.6950490313322171,0.7890909090909092,0.5128222369052591,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\ResNet\seed_123
within_class,right,ResNet,2026,0.8266666666666667,0.7704545454545455,0.65,0.8909090909090909,0.7747747747747749,0.87,0.661506664554032,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\ResNet\seed_2026
within_class,right,ResNetAE,42,0.7066666666666667,0.625,0.45,0.8,0.6250000000000001,0.7145454545454545,0.45668330199493135,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\ResNetAE\seed_42
within_class,right,ResNetAE,123,0.7733333333333333,0.6863636363636363,0.5,0.8727272727272727,0.6950490313322171,0.8136363636363637,0.6081802294960523,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\ResNetAE\seed_123
within_class,right,ResNetAE,2026,0.8,0.7204545454545455,0.55,0.8909090909090909,0.7309256158813682,0.8054545454545454,0.6360063925550794,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\ResNetAE\seed_2026
within_class,right,MobileNet,42,0.8266666666666667,0.6909090909090909,0.4,0.9818181818181818,0.7221430607010545,0.8254545454545454,0.7043105337889781,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\MobileNet\seed_42
within_class,right,MobileNet,123,0.7466666666666667,0.6363636363636364,0.4,0.8727272727272727,0.6459627329192547,0.7472727272727273,0.5028733415794966,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\MobileNet\seed_123
within_class,right,MobileNet,2026,0.68,0.5909090909090909,0.4,0.7818181818181819,0.5909090909090909,0.7018181818181818,0.39951413117160145,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\MobileNet\seed_2026
within_class,right,SqueezeNet,42,0.30666666666666664,0.5272727272727272,1.0,0.05454545454545454,0.2691154422788606,0.7445454545454545,0.5973584975345335,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\SqueezeNet\seed_42
within_class,right,SqueezeNet,123,0.6666666666666666,0.7090909090909091,0.8,0.6181818181818182,0.6462931522354273,0.7727272727272727,0.5702697876738764,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\SqueezeNet\seed_123
within_class,right,SqueezeNet,2026,0.6133333333333333,0.6727272727272727,0.8,0.5454545454545454,0.5993737336526064,0.7627272727272727,0.5588862378991796,C:\Users\IHCK\Desktop\17-9-2569\Hippocampal-Shape-Analysis-for-Epilepsy-Detection\Model\optuna_pairwise_train_only_20260924\final\within_class\right\SqueezeNet\seed_2026
