number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_weight_decay,state
0,0.8903194506642782,2026-09-22 01:38:45.675690,2026-09-22 01:39:01.322005,0 days 00:00:15.646315,8,0.16239780813448107,0.0003574712922600243,0.006351221010640704,COMPLETE
1,0.8443424391700254,2026-09-22 01:39:01.322005,2026-09-22 01:39:13.930935,0 days 00:00:12.608930,16,0.4879639408647978,0.00012184186502221769,0.0029154431891537554,COMPLETE
2,0.8943125839677564,2026-09-22 01:39:13.930935,2026-09-22 01:39:17.156168,0 days 00:00:03.225233,32,0.3099025726528951,0.0016967533607196547,7.068974950624607e-06,COMPLETE
3,0.6504329004329005,2026-09-22 01:39:17.156168,2026-09-22 01:39:23.508640,0 days 00:00:06.352472,8,0.2465447373174767,0.0004345454109729479,1.461896279370496e-05,PRUNED
4,0.6504329004329005,2026-09-22 01:39:23.508640,2026-09-22 01:39:25.690505,0 days 00:00:02.181865,32,0.1185801650879991,0.000471705203762518,0.0013826232179369874,PRUNED
5,0.6324451410658307,2026-09-22 01:39:25.690505,2026-09-22 01:39:27.686501,0 days 00:00:01.995996,32,0.4233589392465845,0.0007896186801026692,4.809461967501575e-06,PRUNED
6,0.6421854008060904,2026-09-22 01:39:27.686501,2026-09-22 01:39:34.327067,0 days 00:00:06.640566,8,0.29807076404450805,0.00028180680291847244,2.4586032763280077e-06,PRUNED
7,0.6177041349455142,2026-09-22 01:39:34.327067,2026-09-22 01:39:38.821422,0 days 00:00:04.494355,16,0.3080272084711243,0.00011240768803005555,0.004337920697490943,PRUNED
8,0.9050604567845947,2026-09-22 01:39:38.821422,2026-09-22 01:39:54.702192,0 days 00:00:15.880770,8,0.4579309401710595,0.000642033033629786,5.4880470007660465e-06,COMPLETE
9,0.6299447678758023,2026-09-22 01:39:54.702192,2026-09-22 01:39:57.604463,0 days 00:00:02.902271,16,0.23013213230530574,0.0007641361869233315,0.0048696409415209,PRUNED
