epoch,train_loss
1,0.3800210911494035
2,0.11757479378810295
3,0.05409274393549332
4,0.02894730782852723
5,0.017732577484387616
6,0.012791672950753799
7,0.010167931700841739
8,0.010619702877906652
9,0.006281395428455793
10,0.003934303384560805
11,0.003124857865847074
12,0.0026160557754337788
13,0.0022716030299376982
14,0.002128727023059932
15,0.0017128090195071238
16,0.0016254504247067067
17,0.0013238278235523746
18,0.0014059537842583197
19,0.0019749835330563096
20,0.008003492581729705
