number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_lr,params_weight_decay,state
0,0.48593073593073594,2026-09-22 01:37:44.374835,2026-09-22 01:37:51.971837,0 days 00:00:07.597002,8,0.16239780813448107,0.0003574712922600243,0.006351221010640704,COMPLETE
1,0.4956709956709957,2026-09-22 01:37:51.971837,2026-09-22 01:37:55.337794,0 days 00:00:03.365957,16,0.4879639408647978,0.00012184186502221769,0.0029154431891537554,COMPLETE
2,0.47186147186147187,2026-09-22 01:37:55.337794,2026-09-22 01:37:57.910661,0 days 00:00:02.572867,32,0.3099025726528951,0.0016967533607196547,7.068974950624607e-06,COMPLETE
3,0.5,2026-09-22 01:37:57.910661,2026-09-22 01:38:06.608722,0 days 00:00:08.698061,8,0.2465447373174767,0.0004345454109729479,1.461896279370496e-05,COMPLETE
4,0.5,2026-09-22 01:38:06.608722,2026-09-22 01:38:09.462127,0 days 00:00:02.853405,32,0.1185801650879991,0.000471705203762518,0.0013826232179369874,COMPLETE
5,0.5,2026-09-22 01:38:09.462127,2026-09-22 01:38:11.495892,0 days 00:00:02.033765,32,0.4233589392465845,0.0007896186801026692,4.809461967501575e-06,COMPLETE
6,0.5,2026-09-22 01:38:11.495892,2026-09-22 01:38:17.950262,0 days 00:00:06.454370,8,0.29807076404450805,0.00028180680291847244,2.4586032763280077e-06,COMPLETE
7,0.48376623376623373,2026-09-22 01:38:17.950262,2026-09-22 01:38:20.654871,0 days 00:00:02.704609,16,0.3080272084711243,0.00011240768803005555,0.004337920697490943,COMPLETE
8,0.5,2026-09-22 01:38:20.654871,2026-09-22 01:38:29.083752,0 days 00:00:08.428881,8,0.4579309401710595,0.000642033033629786,5.4880470007660465e-06,COMPLETE
9,0.5,2026-09-22 01:38:29.083752,2026-09-22 01:38:33.776310,0 days 00:00:04.692558,16,0.23013213230530574,0.0007641361869233315,0.0048696409415209,COMPLETE
