epoch,train_loss
1,0.6939890265464783
2,0.693585023513207
3,0.6929545356677129
4,0.6940937115595891
5,0.6891153060472929
6,0.6813114927365229
7,0.6667120575904846
8,0.6689725417357225
9,0.6462506193381089
10,0.6480779244349553
11,0.6449001458974984
12,0.6389804730048546
13,0.6393836131462685
14,0.6383816939133864
15,0.633809128174415
16,0.6384761911172133
17,0.634409302014571
18,0.6254256138434777
19,0.624852967262268
20,0.6214465535604037
