epoch,train_loss
1,0.6947313741939823
2,0.6947882733693937
3,0.6952618662903949
4,0.6944443286919012
5,0.6931720088167889
6,0.6729356027230984
7,0.6680348457359686
8,0.6537640176168302
9,0.6533064914912712
10,0.644228973330521
11,0.6416419921851739
12,0.6389695126835893
13,0.6208816742024771
14,0.6270112178674558
15,0.6152790150991301
16,0.6119796456360236
17,0.6010045848241666
18,0.6046269928536764
19,0.597487536436174
20,0.6083585806009246
