number,value,datetime_start,datetime_complete,duration,params_C,params_gamma,params_gamma_mode,state
0,0.4864864864864865,2026-09-22 01:30:31.309588,2026-09-22 01:30:31.473674,0 days 00:00:00.164086,2.481040974867813,,auto,COMPLETE
1,0.44594594594594594,2026-09-22 01:30:31.473674,2026-09-22 01:30:31.627449,0 days 00:00:00.153775,29.154431891537552,,scale,COMPLETE
2,0.4864864864864865,2026-09-22 01:30:31.627449,2026-09-22 01:30:31.782759,0 days 00:00:00.155310,75.7947995334801,,auto,COMPLETE
3,0.43402225755166934,2026-09-22 01:30:31.782759,2026-09-22 01:30:31.950633,0 days 00:00:00.167874,0.05415244119402541,,scale,COMPLETE
4,0.5,2026-09-22 01:30:31.951634,2026-09-22 01:30:32.121372,0 days 00:00:00.169738,0.14618962793704965,,auto,COMPLETE
5,0.4864864864864865,2026-09-22 01:30:32.121372,2026-09-22 01:30:32.290130,0 days 00:00:00.168758,0.2920433847181412,,scale,COMPLETE
6,0.4864864864864865,2026-09-22 01:30:32.290130,2026-09-22 01:30:32.455891,0 days 00:00:00.165761,1.1400863701127328,,auto,COMPLETE
7,0.519872813990461,2026-09-22 01:30:32.455891,2026-09-22 01:30:32.633372,0 days 00:00:00.177481,0.04809461967501574,1.8205657658407255e-05,numeric,COMPLETE
8,0.4864864864864865,2026-09-22 01:30:32.633372,2026-09-22 01:30:32.724022,0 days 00:00:00.090650,0.1653693718282443,,auto,PRUNED
9,0.5373608903020668,2026-09-22 01:30:32.724022,2026-09-22 01:30:32.888363,0 days 00:00:00.164341,0.030771802712506867,,auto,COMPLETE
